StudentNumber,Gender,Year,Semester,CourseCode,TotalGrade,GradeonDiscussionForumAccumulatedpoints,GradeonDiscussionLeader,GradeonAssignment1,GradeonAssignment2,GradeonFinalPaper,TotalTimeStudentsspentinCourseonSundays,TotalTimeStudentsspentinCourseonMondays,TotalTimeStudentsspentinCourseonTuesdays,TotalTimeStudentsspentinCourseonWednesdays,TotalTimeStudentsspentinCourseonThursdays,TotalTimeStudentsspentinCourseonFridays,TotalTimeStudentsspentinCourseonSaturdays,TotalTimeStudentsspentinCourseinHours,AverageTimeinCourseinHours,TotalLogins,TotalitemsAccessed,TotaltimespentonAssignment1inHours,NumberofTimesAssignment1Accessed,TotaltimespentonAssignment2inHours,NumberofTimesAssignment2Accessed,TotaltimespentonAssignmentscontentfolderinHours,NumberofTimesAssignmentscontentfolderAccessed,TotaltimespentonFinalPaperinHours,NumberofTimesFinalPaperAccessed,TotaltimespentonReadingfortheCourse,NumberofTimesReadingforthecourseAccessed,TotaltimespentonWeek1Readingsinhrs,NumberofTimesWeek1RdgsAccessed,TotaltimespentonWeek2Readingsinhrs,NumberofTimesWeek2RdgsAccessed,TotaltimespentonWeek3Readingsinhrs,NumberofTimesWeek3RdgsAccessed,TotaltimespentonWeek4Readingsinhrs,NumberofTimesWeek4RdgsAccessed,TotaltimespentonWeek5Readingsinhrs,NumberofTimesWeek5RdgsAccessed,TotaltimespentonWeek6Readingsinhrs,NumberofTimesWeek6RdgsAccessed,TotaltimespentonWeek7Readingsinhrs,NumberofTimesWeek7RdgsAccessed,TotaltimespentonWeek8Readingsinhrs,NumberofTimesWeek8RdgsAccessed,TotaltimespentonWeek9Readingsinhrs,NumberofTimesWeek9RdgsAccessed,TotaltimespentonWeek10Readingsinhrs,NumberofTimesWeek10RdgsAccessed,TotaltimespentonSyllabusinhrs,NumberofTimesSyllabusAccessed,TotaltimespentonWeeklyContentinhrs,NumberofTimesWeeklyContentAccessed,TotaltimespentonWeeklyContentforWeeks9and10,NumberofTimesWeeklycontentwk9andwk10Accessed,TotalHitsonContentAreaApp,TotalHitsinsideContentAreas,HitsonContent,HitsonInformation,HitsonBboardHelp,HitsonAssignment,HitsonCourseResources,HitsonQuiz,HitsonSyllabus,HitsonDocuments,HitsonReadings,Hitsonbooks,HitsonEReserves,HitsonFinalPaper,HitsonMessages,HitsonFirstSteps,HitsonRoster,hitsonParticipation,HitsonSubmittingWork,HitsonWebLinksampother,HitsonTasks,HitsonWebSitesampother,HitsonStaffInformation,HitsonToolsAreaApp,TotalHitsonMyGradesApp,TotalHitsonAnnouncementApp,TotalHitsonDBApp,DBDiscussionLeaderSignupboardMFhits,DBGeneralQuestionsMFhits,DBIntroductionMFhits,DBWaterCoolerMFHits,DBWeek1MFhits,DBWeek2MFhits,DBWeek3MFhits,DBWeek4MFhits,DBWeek5MFhits,DBWeek6MFhits,DBWeek7MFhits,DBWeek8MFhits,DBWeek9MFhits,DBWeek10MFhits,TotalDBMFhits,DBDiscussionLeaderSignupboardNumberofposts,DBGeneralQuestionsNumberofposts,DBIntroductionNumberofposts,DBWaterCoolerNumberofposts,DBWeek1Numberofposts,DBWeek2Numberofposts,DBWeek3Numberofposts,DBWeek4Numberofposts,DBWeek5Numberofposts,DBWeek6Numberofposts,DBWeek7Numberofposts,DBWeek8Numberofposts,DBWeek9Numberofposts,DBWeek10Numberofposts,TotalNumberofDBposts,TotalUserActivityInsideContentAreas
385,#NULL!,2016,Spring,2,90,38.1235,18,8,20,15,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,54,0,0,#NULL!,31,10,5,8,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.0,0.0,3,0,3.0,4.0,7.0,6.0,5.0,6.0,4.0,5.0,6.0,3,52.0,#NULL!,0,4,3,0,4,3,5,4,3,2,5,4,3,40,#NULL!
386,#NULL!,2016,Spring,2,70,33.3580,16,8,11,9,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,92,0,0,#NULL!,58,20,3,11,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.0,0.0,0,0,3.0,3.0,5.0,1.0,3.0,5.0,4.0,4.0,4.0,3,35.0,#NULL!,0,3,0,0,3,5,1,2,2,3,4,3,3,29,#NULL!
387,#NULL!,2016,Spring,2,89,38.6000,18,9,20,14,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,84,0,0,#NULL!,53,18,4,9,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.0,4.0,0,0,5.0,6.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,3,56.0,#NULL!,4,5,0,0,6,6,3,3,4,6,4,5,3,49,#NULL!
388,#NULL!,2016,Spring,2,90,38.6000,18,8,20,15,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,110,0,0,#NULL!,81,14,7,8,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.0,5.0,0,0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3,43.0,#NULL!,5,1,0,0,3,1,0,1,2,3,0,0,3,19,#NULL!
389,#NULL!,2016,Spring,2,89,38.6000,18,8,20,14,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,150,0,0,#NULL!,80,23,24,23,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.0,4.0,2,0,6.0,18.0,8.0,8.0,11.0,10.0,8.0,7.0,8.0,3,93.0,#NULL!,4,6,2,0,8,0,5,10,9,5,0,7,3,59,#NULL!
390,#NULL!,2016,Spring,2,89,38.1235,18,8,20,15,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,52,0,0,#NULL!,35,8,2,7,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.0,3.0,0,0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3,35.0,#NULL!,3,4,0,0,4,3,2,1,2,0,2,1,3,25,#NULL!
391,#NULL!,2016,Spring,2,86,37.1704,18,9,18,13,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,145,0,0,#NULL!,92,26,9,18,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.0,0.0,0,0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2,32.0,#NULL!,0,5,0,0,0,1,0,1,1,1,1,1,2,13,#NULL!
392,#NULL!,2016,Spring,2,84,38.1235,18,8,17,13,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,109,0,0,#NULL!,58,30,3,18,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.0,1.0,0,0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,4,37.0,#NULL!,1,2,0,0,1,1,1,0,1,1,1,3,4,16,#NULL!
393,#NULL!,2016,Spring,2,89,38.6000,18,7,20,15,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,123,0,0,#NULL!,82,19,11,11,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.0,11.0,4,0,19.0,16.0,9.0,14.0,9.0,6.0,9.0,9.0,6.0,5,117.0,#NULL!,11,15,5,0,8,5,2,0,3,3,1,5,5,63,#NULL!
394,#NULL!,2016,Spring,2,86,38.6000,13,9,20,15,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,94,0,0,#NULL!,54,21,7,12,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.0,2.0,1,0,3.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3,51.0,#NULL!,2,3,1,0,7,5,4,5,4,3,4,5,3,46,#NULL!
395,#NULL!,2016,Spring,2,88,38.1235,18,9,19,15,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,82,0,0,#NULL!,52,11,8,11,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.0,0.0,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,50.0,#NULL!,0,4,0,0,2,0,0,0,1,1,0,0,5,13,#NULL!
396,#NULL!,2016,Spring,2,85,33.8346,18,9,20,14,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,55,0,0,#NULL!,38,11,5,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.0,7.0,0,0,6.0,6.0,5.0,3.0,5.0,4.0,1.0,3.0,3.0,2,45.0,#NULL!,2,4,0,0,2,6,1,4,2,1,3,1,2,28,#NULL!
397,#NULL!,2016,Spring,2,80,38.1235,18,8,16,9,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,107,0,0,#NULL!,71,12,6,18,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.0,1.0,2,0,6.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3,38.0,#NULL!,1,6,2,0,1,2,1,1,1,2,2,2,3,24,#NULL!
398,#NULL!,2016,Spring,2,83,34.0728,18,9,16,15,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,106,0,0,#NULL!,67,19,5,15,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.0,0.0,0,0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,0.0,4.0,3,32.0,#NULL!,0,4,0,0,1,3,1,1,4,3,0,0,3,20,#NULL!
399,#NULL!,2016,Spring,2,90,38.6000,18,9,20,15,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,76,0,0,#NULL!,52,17,4,3,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.0,0.0,0,0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,3.0,3,42.0,#NULL!,0,5,0,0,4,5,4,4,4,3,3,3,3,38,#NULL!
400,#NULL!,2016,Spring,2,88,34.7877,18,9,20,15,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,72,0,0,#NULL!,53,12,3,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.0,0.0,0,0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,2.0,3.0,4,32.0,#NULL!,0,3,0,0,1,3,3,1,3,3,2,2,4,25,#NULL!
401,#NULL!,2016,Spring,2,83,37.6469,18,8,20,9,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,92,0,0,#NULL!,57,19,8,8,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.0,0.0,0,0,6.0,5.0,6.0,4.0,3.0,4.0,4.0,5.0,3.0,3,43.0,#NULL!,0,6,0,0,4,6,3,3,2,3,4,3,3,37,#NULL!
402,#NULL!,2016,Spring,2,85,34.3111,17,9,20,14,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,95,0,0,#NULL!,75,10,2,8,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.0,1.0,0,0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,2,28.0,#NULL!,0,1,0,0,0,0,0,0,0,1,0,0,2,4,#NULL!
403,#NULL!,2016,Spring,2,88,38.6000,18,9,19,12,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,105,0,0,#NULL!,55,19,7,24,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.0,2.0,0,0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,3,44.0,#NULL!,0,5,0,0,3,1,3,4,2,5,3,3,3,32,#NULL!
404,#NULL!,2016,Spring,2,83,35.7407,18,9,20,10,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,84,0,0,#NULL!,54,17,2,11,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.0,0.0,0,0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,3,42.0,#NULL!,0,3,0,0,3,3,5,5,2,3,5,1,3,33,#NULL!
405,#NULL!,2016,Spring,2,87,37.6469,18,9,20,12,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,67,0,0,#NULL!,41,15,7,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.0,0.0,0,0,5.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,4,37.0,#NULL!,0,5,0,0,4,4,1,2,4,3,3,2,4,32,#NULL!
406,#NULL!,2016,Spring,2,90,38.6000,18,9,20,15,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,117,0,0,#NULL!,92,14,7,4,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,0.0,3.0,0,0,4.0,6.0,5.0,6.0,7.0,4.0,5.0,7.0,5.0,4,56.0,#NULL!,2,3,0,0,1,1,0,0,1,0,2,1,4,15,#NULL!
